taxon_key,koeder,n_videos,n_present,occurrence_rate,mean_maxn,median_maxn,std_maxn,max_maxn
species::eclipse (chaetodon bennetti),sargassum,3,0,0.0,0.0,0.0,0.0,0.0
species::eclipse (chaetodon bennetti),ulva_gutweed,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::eclipse (chaetodon bennetti),ulva_salad,4,2,0.5,0.5,0.5,0.5773502691896257,1.0
species::elegant unicorn (naso elegans),control,3,0,0.0,0.0,0.0,0.0,0.0
species::elegant unicorn (naso elegans),fischmix,1,0,0.0,0.0,0.0,0.0,0.0
species::elegant unicorn (naso elegans),mackerel,3,0,0.0,0.0,0.0,0.0,0.0
species::elegant unicorn (naso elegans),sargassum,3,1,0.3333333333333333,1.0,0.0,1.7320508075688772,3.0
species::elegant unicorn (naso elegans),ulva_gutweed,3,0,0.0,0.0,0.0,0.0,0.0
species::elegant unicorn (naso elegans),ulva_salad,4,0,0.0,0.0,0.0,0.0,0.0
species::freckled (paracirrhites forsteri),control,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::freckled (paracirrhites forsteri),fischmix,1,1,1.0,1.0,1.0,0.0,1.0
species::freckled (paracirrhites forsteri),mackerel,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::freckled (paracirrhites forsteri),sargassum,3,1,0.3333333333333333,0.3333333333333333,0.0,0.5773502691896258,1.0
species::freckled (paracirrhites forsteri),ulva_gutweed,3,2,0.6666666666666666,0.6666666666666666,1.0,0.5773502691896258,1.0
species::freckled (paracirrhites forsteri),ulva_salad,4,2,0.5,0.5,0.5,0.5773502691896257,1.0
species::goldbar (thalassoma hebraicum),control,3,3,1.0,1.0,1.0,0.0,1.0
species::goldbar (thalassoma hebraicum),fischmix,1,1,1.0,3.0,3.0,0.0,3.0
species::goldbar (thalassoma hebraicum),mackerel,3,3,1.0,2.0,2.0,1.0,3.0
species::goldbar (thalassoma hebraicum),sargassum,3,3,1.0,1.6666666666666667,2.0,0.5773502691896257,2.0
species::goldbar (thalassoma hebraicum),ulva_gutweed,3,3,1.0,1.0,1.0,0.0,1.0
species::goldbar (thalassoma hebraicum),ulva_salad,4,3,0.75,1.0,1.0,0.816496580927726,2.0
species::green (amblyglyphidodon indicus),control,3,3,1.0,1.0,1.0,0.0,1.0
species::green (amblyglyphidodon indicus),fischmix,1,1,1.0,16.0,16.0,0.0,16.0
species::green (amblyglyphidodon indicus),mackerel,3,3,1.0,4.0,3.0,3.605551275463989,8.0
species::green (amblyglyphidodon indicus),sargassum,3,3,1.0,6.333333333333333,6.0,2.516611478423583,9.0
species::green (amblyglyphidodon indicus),ulva_gutweed,3,3,1.0,4.0,3.0,2.6457513110645907,7.0
